post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
679288037561864,U08,2023,French,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
990121464808848,U09,2020,Italian,Service disruption / repair / infrastructure,Operational update / resolution,Water quality / safety / public health,Operational update / resolution,False,True,False
1522340934920229,U09,2023,Italian,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1339590740847293,U07,2025,Dutch,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
2765635943490356,U04,2020,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
324798934210426,U03,2012,Portuguese,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Operational update / resolution,True,False,False
902378298348890,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2111387695841275,U12,2018,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1268095200344805,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10153150270276714,U10,2015,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1050747233756103,U01,2025,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Service disruption / repair / infrastructure,Instruction / advice to public,False,False,False
1211428424354649,U01,2025,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Instruction / advice to public,False,False,False
2155611811159442,U04,2019,Norwegian,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
838487726174875,U03,2014,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Service disruption / repair / infrastructure,Education / awareness,False,False,False
10159043301061714,U10,2023,Swedish,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Instruction / advice to public,True,False,False
10160225721724268,U08,2022,French,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
363842379081246,U12,2022,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
901737111746342,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
776103125746669,U03,2014,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
3468484636508491,U03,2020,Portuguese,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
683080188498489,U05,2015,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
545728638784120,U03,2013,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
